    support confidence     lift leverage   jaccard
408   0.055          1 4.000000 0.041250 0.2200000
409   0.055          1 4.000000 0.041250 0.2200000
410   0.055          1 2.000000 0.027500 0.1100000
411   0.055          1 4.081633 0.041525 0.2244898
412   0.060          1 4.000000 0.045000 0.2400000
413   0.060          1 4.081633 0.045300 0.2448980
414   0.075          1 4.000000 0.056250 0.3000000
415   0.055          1 4.000000 0.041250 0.2200000
416   0.060          1 4.081633 0.045300 0.2448980
417   0.050          1 2.000000 0.025000 0.1000000
418   0.050          1 4.081633 0.037750 0.2040816
419   0.060          1 2.000000 0.030000 0.1200000
420   0.060          1 4.081633 0.045300 0.2448980
421   0.065          1 4.000000 0.048750 0.2600000
422   0.065          1 4.000000 0.048750 0.2600000
423   0.065          1 4.081633 0.049075 0.2653061
424   0.090          1 4.000000 0.067500 0.3600000
425   0.090          1 4.081633 0.067950 0.3673469
426   0.090          1 4.081633 0.067950 0.3673469
427   0.070          1 2.000000 0.035000 0.1400000
428   0.070          1 3.921569 0.052150 0.2745098
429   0.070          1 4.000000 0.052500 0.2800000
430   0.075          1 4.081633 0.056625 0.3061224
431   0.050          1 4.081633 0.037750 0.2040816
432   0.070          1 4.081633 0.052850 0.2857143
433   0.060          1 4.000000 0.045000 0.2400000
434   0.055          1 4.081633 0.041525 0.2244898
435   0.060          1 4.000000 0.045000 0.2400000
436   0.060          1 4.000000 0.045000 0.2400000
437   0.060          1 3.921569 0.044700 0.2352941
438   0.060          1 4.000000 0.045000 0.2400000
439   0.065          1 2.000000 0.032500 0.1300000
440   0.065          1 4.000000 0.048750 0.2600000
441   0.055          1 4.000000 0.041250 0.2200000
442   0.055          1 4.000000 0.041250 0.2200000
443   0.065          1 2.000000 0.032500 0.1300000
444   0.065          1 4.000000 0.048750 0.2600000
445   0.060          1 2.000000 0.030000 0.1200000
446   0.060          1 4.000000 0.045000 0.2400000
447   0.070          1 3.921569 0.052150 0.2745098
448   0.070          1 4.000000 0.052500 0.2800000
449   0.075          1 4.000000 0.056250 0.3000000
450   0.075          1 4.000000 0.056250 0.3000000
451   0.060          1 3.921569 0.044700 0.2352941
452   0.060          1 4.000000 0.045000 0.2400000
453   0.080          1 2.000000 0.040000 0.1600000
454   0.080          1 3.921569 0.059600 0.3137255
455   0.080          1 4.000000 0.060000 0.3200000
456   0.070          1 2.000000 0.035000 0.1400000
457   0.070          1 4.000000 0.052500 0.2800000
458   0.055          1 3.921569 0.040975 0.2156863
459   0.055          1 4.000000 0.041250 0.2200000
460   0.060          1 2.000000 0.030000 0.1200000
461   0.060          1 4.000000 0.045000 0.2400000
462   0.060          1 2.000000 0.030000 0.1200000
463   0.060          1 3.921569 0.044700 0.2352941
464   0.055          1 2.000000 0.027500 0.1100000
465   0.055          1 4.000000 0.041250 0.2200000
466   0.070          1 2.000000 0.035000 0.1400000
467   0.070          1 4.000000 0.052500 0.2800000
468   0.055          1 3.921569 0.040975 0.2156863
469   0.055          1 4.000000 0.041250 0.2200000
470   0.060          1 2.000000 0.030000 0.1200000
471   0.060          1 4.000000 0.045000 0.2400000
472   0.065          1 2.000000 0.032500 0.1300000
473   0.065          1 4.000000 0.048750 0.2600000
474   0.055          1 2.000000 0.027500 0.1100000
475   0.055          1 4.000000 0.041250 0.2200000
476   0.070          1 3.921569 0.052150 0.2745098
477   0.070          1 4.000000 0.052500 0.2800000
478   0.055          1 2.000000 0.027500 0.1100000
479   0.055          1 3.921569 0.040975 0.2156863
480   0.165          1 3.921569 0.122925 0.6470588
481   0.165          1 3.921569 0.122925 0.6470588
482   0.165          1 4.000000 0.123750 0.6600000
483   0.185          1 3.921569 0.137825 0.7254902
484   0.090          1 3.921569 0.067050 0.3529412
485   0.115          1 3.921569 0.085675 0.4509804
486   0.115          1 4.000000 0.086250 0.4600000
487   0.165          1 3.773585 0.121275 0.6226415
488   0.165          1 3.921569 0.122925 0.6470588
489   0.165          1 4.000000 0.123750 0.6600000
490   0.085          1 3.921569 0.063325 0.3333333
491   0.085          1 4.000000 0.063750 0.3400000
492   0.080          1 3.921569 0.059600 0.3137255
493   0.080          1 4.000000 0.060000 0.3200000
494   0.090          1 3.773585 0.066150 0.3396226
495   0.095          1 3.921569 0.070775 0.3725490
496   0.095          1 3.921569 0.070775 0.3725490
497   0.095          1 4.000000 0.071250 0.3800000
498   0.165          1 3.773585 0.121275 0.6226415
499   0.165          1 3.921569 0.122925 0.6470588
500   0.085          1 3.921569 0.063325 0.3333333
501   0.080          1 3.921569 0.059600 0.3137255
502   0.080          1 4.000000 0.060000 0.3200000
503   0.095          1 3.773585 0.069825 0.3584906
504   0.095          1 3.921569 0.070775 0.3725490
505   0.095          1 3.921569 0.070775 0.3725490
506   0.095          1 3.921569 0.070775 0.3725490
507   0.095          1 4.000000 0.071250 0.3800000
508   0.085          1 3.773585 0.062475 0.3207547
509   0.080          1 3.773585 0.058800 0.3018868
510   0.080          1 3.921569 0.059600 0.3137255
511   0.080          1 4.000000 0.060000 0.3200000
512   0.170          1 3.921569 0.126650 0.6666667
513   0.170          1 4.000000 0.127500 0.6800000
514   0.090          1 3.921569 0.067050 0.3529412
515   0.090          1 4.000000 0.067500 0.3600000
516   0.090          1 3.921569 0.067050 0.3529412
517   0.090          1 4.000000 0.067500 0.3600000
518   0.095          1 3.773585 0.069825 0.3584906
519   0.095          1 3.921569 0.070775 0.3725490
520   0.095          1 3.921569 0.070775 0.3725490
521   0.095          1 4.000000 0.071250 0.3800000
522   0.100          1 3.773585 0.073500 0.3773585
523   0.100          1 3.921569 0.074500 0.3921569
524   0.080          1 3.921569 0.059600 0.3137255
525   0.080          1 4.000000 0.060000 0.3200000
526   0.090          1 3.773585 0.066150 0.3396226
527   0.080          1 3.921569 0.059600 0.3137255
528   0.080          1 4.000000 0.060000 0.3200000
529   0.165          1 3.773585 0.121275 0.6226415
530   0.165          1 3.921569 0.122925 0.6470588
531   0.085          1 3.921569 0.063325 0.3333333
532   0.080          1 3.921569 0.059600 0.3137255
533   0.080          1 3.921569 0.059600 0.3137255
534   0.095          1 3.773585 0.069825 0.3584906
535   0.095          1 3.921569 0.070775 0.3725490
536   0.095          1 3.921569 0.070775 0.3725490
537   0.095          1 3.921569 0.070775 0.3725490
538   0.095          1 3.921569 0.070775 0.3725490
539   0.085          1 3.773585 0.062475 0.3207547
540   0.080          1 3.773585 0.058800 0.3018868
541   0.080          1 3.921569 0.059600 0.3137255
542   0.080          1 3.921569 0.059600 0.3137255
543   0.095          1 3.773585 0.069825 0.3584906
544   0.095          1 3.921569 0.070775 0.3725490
545   0.080          1 3.773585 0.058800 0.3018868
546   0.080          1 3.921569 0.059600 0.3137255
547   0.080          1 3.921569 0.059600 0.3137255
548   0.090          1 3.773585 0.066150 0.3396226
549   0.080          1 3.921569 0.059600 0.3137255
550   0.080          1 3.921569 0.059600 0.3137255
551   0.130          1 4.000000 0.097500 0.5200000
552   0.130          1 4.081633 0.098150 0.5306122
553   0.130          1 4.166667 0.098800 0.5416667
554   0.065          1 4.000000 0.048750 0.2600000
555   0.065          1 4.081633 0.049075 0.2653061
556   0.065          1 4.166667 0.049400 0.2708333
557   0.065          1 4.166667 0.049400 0.2708333
558   0.065          1 4.081633 0.049075 0.2653061
559   0.065          1 4.081633 0.049075 0.2653061
560   0.065          1 4.166667 0.049400 0.2708333
561   0.065          1 4.000000 0.048750 0.2600000
562   0.065          1 4.081633 0.049075 0.2653061
563   0.065          1 4.166667 0.049400 0.2708333
564   0.065          1 4.166667 0.049400 0.2708333
565   0.070          1 4.000000 0.052500 0.2800000
566   0.070          1 4.081633 0.052850 0.2857143
567   0.070          1 4.081633 0.052850 0.2857143
568   0.065          1 4.000000 0.048750 0.2600000
569   0.065          1 4.000000 0.048750 0.2600000
570   0.065          1 4.166667 0.049400 0.2708333
571   0.065          1 4.166667 0.049400 0.2708333
572   0.065          1 4.000000 0.048750 0.2600000
573   0.065          1 4.081633 0.049075 0.2653061
574   0.065          1 4.166667 0.049400 0.2708333
575   0.095          1 4.000000 0.071250 0.3800000
576   0.095          1 4.081633 0.071725 0.3877551
577   0.095          1 4.166667 0.072200 0.3958333
578   0.065          1 4.000000 0.048750 0.2600000
579   0.065          1 4.081633 0.049075 0.2653061
